|        7 |                4 |                  8 |
|        7 |                4 |                  9 |
|        9 |                4 |                 10 |
|        8 |                4 |                 11 |
|        8 |                4 |                 12 |
|        6 |                4 |                 13 |
|        3 |                4 |                 14 |
|        7 |                4 |                 15 |
|        6 |                4 |                 16 |
|       10 |                4 |                 17 |
|        9 |                4 |                 18 |
|        5 |                4 |                 19 |
|        6 |                4 |                 20 |
|        9 |                4 |                 21 |
|       10 |                4 |                 22 |
|        8 |                4 |                 23 |
|        7 |                4 |                 24 |
|        5 |                4 |                 25 |
|        8 |                4 |                 26 |
|        6 |                4 |                 27 |
|        4 |                4 |                 28 |
|       13 |                4 |                 29 |
|        5 |                4 |                 30 |
|        8 |                4 |                 31 |
|        6 |                4 |                 32 |
|       15 |                4 |                 33 |
|        7 |                4 |                 34 |
|        9 |                4 |                 35 |
|        5 |                4 |                 36 |
|       12 |                4 |                 37 |
|       12 |                4 |                 38 |
|        4 |                4 |                 39 |
|        8 |                4 |                 40 |
|       11 |                4 |                 41 |
|       14 |                4 |                 42 |
|       17 |                4 |                 43 |
|       17 |                4 |                 44 |
|        8 |                4 |                 45 |
|       18 |                4 |                 46 |
|        9 |                4 |                 47 |
|       13 |                4 |                 48 |
|       13 |                4 |                 49 |
|       15 |                4 |                 50 |
|       17 |                4 |                 51 |
|       19 |                4 |                 52 |
|       19 |                4 |                 53 |
|       17 |                4 |                 54 |
|        9 |                4 |                 55 |
|       10 |                4 |                 56 |
|       12 |                4 |                 57 |
|        8 |                4 |                 58 |
|       13 |                4 |                 59 |
|       14 |                5 |                  0 |
|       14 |                5 |                  1 |
|        7 |                5 |                  2 |
|       14 |                5 |                  3 |
|        6 |                5 |                  4 |
|       10 |                5 |                  5 |
|        7 |                5 |                  6 |
|       12 |                5 |                  7 |
|        9 |                5 |                  8 |
|       10 |                5 |                  9 |
|       14 |                5 |                 10 |
|       12 |                5 |                 11 |
|        8 |                5 |                 12 |
|       16 |                5 |                 13 |
|       12 |                5 |                 14 |
|        8 |                5 |                 15 |
|        5 |                5 |                 16 |
|        5 |                5 |                 17 |
|        6 |                5 |                 18 |
|        7 |                5 |                 19 |
|        7 |                5 |                 20 |
|       10 |                5 |                 21 |
|       11 |                5 |                 22 |
|       12 |                5 |                 23 |
|       13 |                5 |                 24 |
|        8 |                5 |                 25 |
|       10 |                5 |                 26 |
|        7 |                5 |                 27 |
|       13 |                5 |                 28 |
|       11 |                5 |                 29 |
|       11 |                5 |                 30 |
|       21 |                5 |                 31 |
|       16 |                5 |                 32 |
|       20 |                5 |                 33 |
|       23 |                5 |                 34 |
|       15 |                5 |                 35 |
|       15 |                5 |                 36 |
|       17 |                5 |                 37 |
|       18 |                5 |                 38 |
|       12 |                5 |                 39 |
|       16 |                5 |                 40 |
|       11 |                5 |                 41 |
|       21 |                5 |                 42 |
|       11 |                5 |                 43 |
|       17 |                5 |                 44 |
|       22 |                5 |                 45 |
|       18 |                5 |                 46 |
|       16 |                5 |                 47 |
|       15 |                5 |                 48 |
|       16 |                5 |                 49 |
|       21 |                5 |                 50 |
|       24 |                5 |                 51 |
|       18 |                5 |                 52 |
|       26 |                5 |                 53 |
|       21 |                5 |                 54 |
|       32 |                5 |                 55 |
|       21 |                5 |                 56 |
|       16 |                5 |                 57 |
|       14 |                5 |                 58 |
|       19 |                5 |                 59 |
|       19 |                6 |                  0 |
|       14 |                6 |                  1 |
|       21 |                6 |                  2 |
|       31 |                6 |                  3 |
|       22 |                6 |                  4 |
|       33 |                6 |                  5 |
|       13 |                6 |                  6 |
|       27 |                6 |                  7 |
|       21 |                6 |                  8 |
|       31 |                6 |                  9 |
|       21 |                6 |                 10 |
|       32 |                6 |                 11 |
|       32 |                6 |                 12 |
|       19 |                6 |                 13 |
|       55 |                6 |                 14 |
|       23 |                6 |                 15 |
|       23 |                6 |                 16 |
|       29 |                6 |                 17 |
|       34 |                6 |                 18 |
|       17 |                6 |                 19 |
|       21 |                6 |                 20 |
|       25 |                6 |                 21 |
|       19 |                6 |                 22 |
|       26 |                6 |                 23 |
|       29 |                6 |                 24 |
|       29 |                6 |                 25 |
|       33 |                6 |                 26 |
|       41 |                6 |                 27 |
|       42 |                6 |                 28 |
|       39 |                6 |                 29 |
|       40 |                6 |                 30 |
|       35 |                6 |                 31 |
|       29 |                6 |                 32 |
|       37 |                6 |                 33 |
|       33 |                6 |                 34 |
|       35 |                6 |                 35 |
|       49 |                6 |                 36 |
|       26 |                6 |                 37 |
|       31 |                6 |                 38 |
|       41 |                6 |                 39 |
|       31 |                6 |                 40 |
|       38 |                6 |                 41 |
|       36 |                6 |                 42 |
|       35 |                6 |                 43 |
|       42 |                6 |                 44 |
|       44 |                6 |                 45 |
|       36 |                6 |                 46 |
|       37 |                6 |                 47 |
|       40 |                6 |                 48 |
|       32 |                6 |                 49 |
|       24 |                6 |                 50 |
|       22 |                6 |                 51 |
|       23 |                6 |                 52 |
|       32 |                6 |                 53 |
|       34 |                6 |                 54 |
|       35 |                6 |                 55 |
|       31 |                6 |                 56 |
|       18 |                6 |                 57 |
|       28 |                6 |                 58 |
|       27 |                6 |                 59 |
|       21 |                7 |                  0 |
|       29 |                7 |                  1 |
|       37 |                7 |                  2 |
|       36 |                7 |                  3 |
|       35 |                7 |                  4 |
|       27 |                7 |                  5 |
|       32 |                7 |                  6 |
|       19 |                7 |                  7 |
|       35 |                7 |                  8 |
|       40 |                7 |                  9 |
|       30 |                7 |                 10 |
|       34 |                7 |                 11 |
|       36 |                7 |                 12 |
|       38 |                7 |                 13 |
|       39 |                7 |                 14 |
|       54 |                7 |                 15 |
|       69 |                7 |                 16 |
|       83 |                7 |                 17 |
|       91 |                7 |                 18 |
|      110 |                7 |                 19 |
|       90 |                7 |                 20 |
|       89 |                7 |                 21 |
|       77 |                7 |                 22 |
|      100 |                7 |                 23 |
|       99 |                7 |                 24 |
|      121 |                7 |                 25 |
|      131 |                7 |                 26 |
|      112 |                7 |                 27 |
|      127 |                7 |                 28 |
|      109 |                7 |                 29 |
|      118 |                7 |                 30 |
|      121 |                7 |                 31 |
|      132 |                7 |                 32 |
|      105 |                7 |                 33 |
|      126 |                7 |                 34 |
|      115 |                7 |                 35 |
|      109 |                7 |                 36 |
|       98 |                7 |                 37 |
|      105 |                7 |                 38 |
|      108 |                7 |                 39 |
|      116 |                7 |                 40 |
|      113 |                7 |                 41 |
|      114 |                7 |                 42 |
|      125 |                7 |                 43 |
|      114 |                7 |                 44 |
|      106 |                7 |                 45 |
|      107 |                7 |                 46 |
|      117 |                7 |                 47 |
|      119 |                7 |                 48 |
|      120 |                7 |                 49 |
|      113 |                7 |                 50 |
|      120 |                7 |                 51 |
|      120 |                7 |                 52 |
|      147 |                7 |                 53 |
|      116 |                7 |                 54 |
|      114 |                7 |                 55 |
|      109 |                7 |                 56 |
|      111 |                7 |                 57 |
|      112 |                7 |                 58 |
|      113 |                7 |                 59 |
|      118 |                8 |                  0 |
|      123 |                8 |                  1 |
|      140 |                8 |                  2 |
|      104 |                8 |                  3 |
|       99 |                8 |                  4 |
|      104 |                8 |                  5 |
|      120 |                8 |                  6 |
|      123 |                8 |                  7 |
|      115 |                8 |                  8 |
|      126 |                8 |                  9 |
|      116 |                8 |                 10 |
|      127 |                8 |                 11 |
|      127 |                8 |                 12 |
|      123 |                8 |                 13 |
|      110 |                8 |                 14 |
|      120 |                8 |                 15 |
|      119 |                8 |                 16 |
|      121 |                8 |                 17 |
|      133 |                8 |                 18 |
|      123 |                8 |                 19 |
|      148 |                8 |                 20 |
|      146 |                8 |                 21 |
|      137 |                8 |                 22 |
|      134 |                8 |                 23 |
|      168 |                8 |                 24 |
|      180 |                8 |                 25 |
|      145 |                8 |                 26 |
|      123 |                8 |                 27 |
|      112 |                8 |                 28 |
|      107 |                8 |                 29 |
|      125 |                8 |                 30 |
|      111 |                8 |                 31 |
|      123 |                8 |                 32 |
|      109 |                8 |                 33 |
|       89 |                8 |                 34 |
|      103 |                8 |                 35 |
|      127 |                8 |                 36 |
|      112 |                8 |                 37 |
|      127 |                8 |                 38 |
|      115 |                8 |                 39 |
|      102 |                8 |                 40 |
|       95 |                8 |                 41 |
|      100 |                8 |                 42 |
|      126 |                8 |                 43 |
|      134 |                8 |                 44 |
|      120 |                8 |                 45 |
|      145 |                8 |                 46 |
|      126 |                8 |                 47 |
|      138 |                8 |                 48 |
|      144 |                8 |                 49 |
|      168 |                8 |                 50 |
|      139 |                8 |                 51 |
|      119 |                8 |                 52 |
|      123 |                8 |                 53 |
|      137 |                8 |                 54 |
|      113 |                8 |                 55 |
|      132 |                8 |                 56 |
|      124 |                8 |                 57 |
|      134 |                8 |                 58 |
|      133 |                8 |                 59 |
|      135 |                9 |                  0 |
|      120 |                9 |                  1 |
|      128 |                9 |                  2 |
|      127 |                9 |                  3 |
|      128 |                9 |                  4 |
|       96 |                9 |                  5 |
|      132 |                9 |                  6 |
|      121 |                9 |                  7 |
|      111 |                9 |                  8 |
|      120 |                9 |                  9 |
|      125 |                9 |                 10 |
|      108 |                9 |                 11 |
|      119 |                9 |                 12 |
|       87 |                9 |                 13 |
|      108 |                9 |                 14 |
|      115 |                9 |                 15 |
|      117 |                9 |                 16 |
|      107 |                9 |                 17 |
|      119 |                9 |                 18 |
|      116 |                9 |                 19 |
|       60 |                9 |                 20 |
